Timestamp,Vehicle_ID,Type,License_Plate,Confidence,Image_Frame,Image_Vehicle,Image_Plate_Raw,Image_Plate_Processed
2025-12-04 10:32:13,199,car,30566673,0.00,output_standard\imgs_full\20251204_103213_ID199.jpg,output_standard\imgs_vehicles\20251204_103213_ID199_veh.jpg,output_standard\imgs_plate_raw\20251204_103213_ID199_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103213_ID199_plate_proc.jpg
2025-12-04 10:32:17,338,car,88463602,0.00,output_standard\imgs_full\20251204_103217_ID338.jpg,output_standard\imgs_vehicles\20251204_103217_ID338_veh.jpg,output_standard\imgs_plate_raw\20251204_103217_ID338_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103217_ID338_plate_proc.jpg
2025-12-04 10:32:18,274,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_103218_ID274.jpg,output_standard\imgs_vehicles\20251204_103218_ID274_veh.jpg,output_standard\imgs_plate_raw\20251204_103218_ID274_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103218_ID274_plate_proc.jpg
2025-12-04 10:32:39,695,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_103239_ID695.jpg,output_standard\imgs_vehicles\20251204_103239_ID695_veh.jpg,output_standard\imgs_plate_raw\20251204_103239_ID695_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103239_ID695_plate_proc.jpg
2025-12-04 10:32:44,978,car,29661253,0.00,output_standard\imgs_full\20251204_103244_ID978.jpg,output_standard\imgs_vehicles\20251204_103244_ID978_veh.jpg,output_standard\imgs_plate_raw\20251204_103244_ID978_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103244_ID978_plate_proc.jpg
2025-12-04 10:32:45,1103,car,30806022,0.00,output_standard\imgs_full\20251204_103245_ID1103.jpg,output_standard\imgs_vehicles\20251204_103245_ID1103_veh.jpg,output_standard\imgs_plate_raw\20251204_103245_ID1103_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103245_ID1103_plate_proc.jpg
2025-12-04 10:34:21,127,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_103421_ID127.jpg,output_standard\imgs_vehicles\20251204_103421_ID127_veh.jpg,output_standard\imgs_plate_raw\20251204_103421_ID127_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103421_ID127_plate_proc.jpg
2025-12-04 10:34:21,137,car,UNKN0WN,0.00,output_standard\imgs_full\20251204_103421_ID137.jpg,output_standard\imgs_vehicles\20251204_103421_ID137_veh.jpg,output_standard\imgs_plate_raw\20251204_103421_ID137_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103421_ID137_plate_proc.jpg
2025-12-04 10:34:21,195,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_103421_ID195.jpg,output_standard\imgs_vehicles\20251204_103421_ID195_veh.jpg,output_standard\imgs_plate_raw\20251204_103421_ID195_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103421_ID195_plate_proc.jpg
2025-12-04 10:34:22,124,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_103422_ID124.jpg,output_standard\imgs_vehicles\20251204_103422_ID124_veh.jpg,output_standard\imgs_plate_raw\20251204_103422_ID124_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103422_ID124_plate_proc.jpg
2025-12-04 10:34:25,201,car,Unknown,0.00,output_standard\imgs_full\20251204_103425_ID201.jpg,output_standard\imgs_vehicles\20251204_103425_ID201_veh.jpg,output_standard\imgs_plate_raw\20251204_103425_ID201_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103425_ID201_plate_proc.jpg
2025-12-04 10:34:26,199,car,3656622,0.00,output_standard\imgs_full\20251204_103426_ID199.jpg,output_standard\imgs_vehicles\20251204_103426_ID199_veh.jpg,output_standard\imgs_plate_raw\20251204_103426_ID199_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103426_ID199_plate_proc.jpg
2025-12-04 10:34:27,338,car,08462602,0.00,output_standard\imgs_full\20251204_103427_ID338.jpg,output_standard\imgs_vehicles\20251204_103427_ID338_veh.jpg,output_standard\imgs_plate_raw\20251204_103427_ID338_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103427_ID338_plate_proc.jpg
2025-12-04 10:34:49,710,car,UNKN0WN,0.00,output_standard\imgs_full\20251204_103449_ID710.jpg,output_standard\imgs_vehicles\20251204_103449_ID710_veh.jpg,output_standard\imgs_plate_raw\20251204_103449_ID710_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103449_ID710_plate_proc.jpg
2025-12-04 10:34:49,761,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_103449_ID761.jpg,output_standard\imgs_vehicles\20251204_103449_ID761_veh.jpg,output_standard\imgs_plate_raw\20251204_103449_ID761_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103449_ID761_plate_proc.jpg
2025-12-04 10:34:49,772,car,551165,0.00,output_standard\imgs_full\20251204_103449_ID772.jpg,output_standard\imgs_vehicles\20251204_103449_ID772_veh.jpg,output_standard\imgs_plate_raw\20251204_103449_ID772_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103449_ID772_plate_proc.jpg
2025-12-04 10:34:49,738,car,Unknown,0.00,output_standard\imgs_full\20251204_103449_ID738.jpg,output_standard\imgs_vehicles\20251204_103449_ID738_veh.jpg,output_standard\imgs_plate_raw\20251204_103449_ID738_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103449_ID738_plate_proc.jpg
2025-12-04 10:34:49,731,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_103449_ID731.jpg,output_standard\imgs_vehicles\20251204_103449_ID731_veh.jpg,output_standard\imgs_plate_raw\20251204_103449_ID731_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103449_ID731_plate_proc.jpg
2025-12-04 10:34:49,526,car,Unknown,0.00,output_standard\imgs_full\20251204_103449_ID526.jpg,output_standard\imgs_vehicles\20251204_103449_ID526_veh.jpg,output_standard\imgs_plate_raw\20251204_103449_ID526_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103449_ID526_plate_proc.jpg
2025-12-04 10:34:49,645,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_103449_ID645.jpg,output_standard\imgs_vehicles\20251204_103449_ID645_veh.jpg,output_standard\imgs_plate_raw\20251204_103449_ID645_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103449_ID645_plate_proc.jpg
2025-12-04 10:34:54,1073,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_103454_ID1073.jpg,output_standard\imgs_vehicles\20251204_103454_ID1073_veh.jpg,output_standard\imgs_plate_raw\20251204_103454_ID1073_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103454_ID1073_plate_proc.jpg
2025-12-04 10:34:56,1108,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_103456_ID1108.jpg,output_standard\imgs_vehicles\20251204_103456_ID1108_veh.jpg,output_standard\imgs_plate_raw\20251204_103456_ID1108_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103456_ID1108_plate_proc.jpg
2025-12-04 10:34:57,1129,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_103457_ID1129.jpg,output_standard\imgs_vehicles\20251204_103457_ID1129_veh.jpg,output_standard\imgs_plate_raw\20251204_103457_ID1129_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103457_ID1129_plate_proc.jpg
2025-12-04 10:34:57,695,motorcycle,Unknown,0.00,output_standard\imgs_full\20251204_103457_ID695.jpg,output_standard\imgs_vehicles\20251204_103457_ID695_veh.jpg,,
2025-12-04 10:35:00,978,car,UNKN0WN,0.00,output_standard\imgs_full\20251204_103500_ID978.jpg,output_standard\imgs_vehicles\20251204_103500_ID978_veh.jpg,output_standard\imgs_plate_raw\20251204_103500_ID978_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103500_ID978_plate_proc.jpg
2025-12-04 10:37:54,201,car,3629790,0.00,output_standard\imgs_full\20251204_103754_ID201.jpg,output_standard\imgs_vehicles\20251204_103754_ID201_veh.jpg,output_standard\imgs_plate_raw\20251204_103754_ID201_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103754_ID201_plate_proc.jpg
2025-12-04 10:37:55,199,car,30566673,0.00,output_standard\imgs_full\20251204_103755_ID199.jpg,output_standard\imgs_vehicles\20251204_103755_ID199_veh.jpg,output_standard\imgs_plate_raw\20251204_103755_ID199_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103755_ID199_plate_proc.jpg
2025-12-04 10:37:55,124,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_103755_ID124.jpg,output_standard\imgs_vehicles\20251204_103755_ID124_veh.jpg,output_standard\imgs_plate_raw\20251204_103755_ID124_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103755_ID124_plate_proc.jpg
2025-12-04 10:37:58,338,car,88463602,0.00,output_standard\imgs_full\20251204_103758_ID338.jpg,output_standard\imgs_vehicles\20251204_103758_ID338_veh.jpg,output_standard\imgs_plate_raw\20251204_103758_ID338_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103758_ID338_plate_proc.jpg
2025-12-04 10:37:59,274,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_103759_ID274.jpg,output_standard\imgs_vehicles\20251204_103759_ID274_veh.jpg,output_standard\imgs_plate_raw\20251204_103759_ID274_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103759_ID274_plate_proc.jpg
2025-12-04 10:38:01,284,motorcycle,Unknown,0.00,output_standard\imgs_full\20251204_103801_ID284.jpg,output_standard\imgs_vehicles\20251204_103801_ID284_veh.jpg,,
2025-12-04 10:38:02,539,motorcycle,Unknown,0.00,output_standard\imgs_full\20251204_103802_ID539.jpg,output_standard\imgs_vehicles\20251204_103802_ID539_veh.jpg,,
2025-12-04 10:38:15,695,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_103815_ID695.jpg,output_standard\imgs_vehicles\20251204_103815_ID695_veh.jpg,output_standard\imgs_plate_raw\20251204_103815_ID695_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103815_ID695_plate_proc.jpg
2025-12-04 10:38:15,652,car,Unknown,0.00,output_standard\imgs_full\20251204_103815_ID652.jpg,output_standard\imgs_vehicles\20251204_103815_ID652_veh.jpg,,
2025-12-04 10:38:19,978,car,29661253,0.00,output_standard\imgs_full\20251204_103819_ID978.jpg,output_standard\imgs_vehicles\20251204_103819_ID978_veh.jpg,output_standard\imgs_plate_raw\20251204_103819_ID978_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103819_ID978_plate_proc.jpg
2025-12-04 10:38:20,1103,car,30806022,0.00,output_standard\imgs_full\20251204_103820_ID1103.jpg,output_standard\imgs_vehicles\20251204_103820_ID1103_veh.jpg,output_standard\imgs_plate_raw\20251204_103820_ID1103_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103820_ID1103_plate_proc.jpg
2025-12-04 10:38:22,1153,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_103822_ID1153.jpg,output_standard\imgs_vehicles\20251204_103822_ID1153_veh.jpg,output_standard\imgs_plate_raw\20251204_103822_ID1153_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103822_ID1153_plate_proc.jpg
2025-12-04 10:38:22,1093,truck,829059493,0.00,output_standard\imgs_full\20251204_103822_ID1093.jpg,output_standard\imgs_vehicles\20251204_103822_ID1093_veh.jpg,output_standard\imgs_plate_raw\20251204_103822_ID1093_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103822_ID1093_plate_proc.jpg
2025-12-04 10:38:25,1175,car,29058835,0.00,output_standard\imgs_full\20251204_103825_ID1175.jpg,output_standard\imgs_vehicles\20251204_103825_ID1175_veh.jpg,output_standard\imgs_plate_raw\20251204_103825_ID1175_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103825_ID1175_plate_proc.jpg
2025-12-04 10:38:25,996,truck,29059093,0.00,output_standard\imgs_full\20251204_103825_ID996.jpg,output_standard\imgs_vehicles\20251204_103825_ID996_veh.jpg,output_standard\imgs_plate_raw\20251204_103825_ID996_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_103825_ID996_plate_proc.jpg
2025-12-04 10:41:03,201,car,3629790,0.00,output_standard\imgs_full\20251204_104103_ID201.jpg,output_standard\imgs_vehicles\20251204_104103_ID201_veh.jpg,output_standard\imgs_plate_raw\20251204_104103_ID201_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_104103_ID201_plate_proc.jpg
2025-12-04 10:41:04,199,car,30566673,0.00,output_standard\imgs_full\20251204_104104_ID199.jpg,output_standard\imgs_vehicles\20251204_104104_ID199_veh.jpg,output_standard\imgs_plate_raw\20251204_104104_ID199_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_104104_ID199_plate_proc.jpg
2025-12-04 10:41:04,124,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_104104_ID124.jpg,output_standard\imgs_vehicles\20251204_104104_ID124_veh.jpg,output_standard\imgs_plate_raw\20251204_104104_ID124_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_104104_ID124_plate_proc.jpg
2025-12-04 10:41:07,338,car,88463602,0.00,output_standard\imgs_full\20251204_104107_ID338.jpg,output_standard\imgs_vehicles\20251204_104107_ID338_veh.jpg,output_standard\imgs_plate_raw\20251204_104107_ID338_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_104107_ID338_plate_proc.jpg
2025-12-04 10:41:07,274,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_104107_ID274.jpg,output_standard\imgs_vehicles\20251204_104107_ID274_veh.jpg,output_standard\imgs_plate_raw\20251204_104107_ID274_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_104107_ID274_plate_proc.jpg
2025-12-04 10:41:11,284,motorcycle,Unknown,0.00,output_standard\imgs_full\20251204_104111_ID284.jpg,output_standard\imgs_vehicles\20251204_104111_ID284_veh.jpg,,
2025-12-04 10:41:12,539,motorcycle,Unknown,0.00,output_standard\imgs_full\20251204_104112_ID539.jpg,output_standard\imgs_vehicles\20251204_104112_ID539_veh.jpg,,
2025-12-04 10:41:29,695,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_104129_ID695.jpg,output_standard\imgs_vehicles\20251204_104129_ID695_veh.jpg,output_standard\imgs_plate_raw\20251204_104129_ID695_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_104129_ID695_plate_proc.jpg
2025-12-04 10:41:29,652,car,Unknown,0.00,output_standard\imgs_full\20251204_104129_ID652.jpg,output_standard\imgs_vehicles\20251204_104129_ID652_veh.jpg,,
2025-12-04 10:41:34,978,car,29661253,0.00,output_standard\imgs_full\20251204_104134_ID978.jpg,output_standard\imgs_vehicles\20251204_104134_ID978_veh.jpg,output_standard\imgs_plate_raw\20251204_104134_ID978_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_104134_ID978_plate_proc.jpg
2025-12-04 10:41:35,1103,car,30806022,0.00,output_standard\imgs_full\20251204_104135_ID1103.jpg,output_standard\imgs_vehicles\20251204_104135_ID1103_veh.jpg,output_standard\imgs_plate_raw\20251204_104135_ID1103_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_104135_ID1103_plate_proc.jpg
2025-12-04 10:41:37,1153,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_104137_ID1153.jpg,output_standard\imgs_vehicles\20251204_104137_ID1153_veh.jpg,output_standard\imgs_plate_raw\20251204_104137_ID1153_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_104137_ID1153_plate_proc.jpg
2025-12-04 10:41:37,1093,truck,829059493,0.00,output_standard\imgs_full\20251204_104137_ID1093.jpg,output_standard\imgs_vehicles\20251204_104137_ID1093_veh.jpg,output_standard\imgs_plate_raw\20251204_104137_ID1093_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_104137_ID1093_plate_proc.jpg
2025-12-04 10:41:40,1175,car,29058835,0.00,output_standard\imgs_full\20251204_104140_ID1175.jpg,output_standard\imgs_vehicles\20251204_104140_ID1175_veh.jpg,output_standard\imgs_plate_raw\20251204_104140_ID1175_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_104140_ID1175_plate_proc.jpg
2025-12-04 10:41:40,996,truck,29059093,0.00,output_standard\imgs_full\20251204_104140_ID996.jpg,output_standard\imgs_vehicles\20251204_104140_ID996_veh.jpg,output_standard\imgs_plate_raw\20251204_104140_ID996_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_104140_ID996_plate_proc.jpg
2025-12-04 13:09:45,201,car,3629790,0.00,output_standard\imgs_full\20251204_130945_ID201.jpg,output_standard\imgs_vehicles\20251204_130945_ID201_veh.jpg,output_standard\imgs_plate_raw\20251204_130945_ID201_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_130945_ID201_plate_proc.jpg
2025-12-04 13:09:46,199,car,30566673,0.00,output_standard\imgs_full\20251204_130946_ID199.jpg,output_standard\imgs_vehicles\20251204_130946_ID199_veh.jpg,output_standard\imgs_plate_raw\20251204_130946_ID199_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_130946_ID199_plate_proc.jpg
2025-12-04 13:09:46,124,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_130946_ID124.jpg,output_standard\imgs_vehicles\20251204_130946_ID124_veh.jpg,output_standard\imgs_plate_raw\20251204_130946_ID124_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_130946_ID124_plate_proc.jpg
2025-12-04 13:09:49,338,car,88463602,0.00,output_standard\imgs_full\20251204_130949_ID338.jpg,output_standard\imgs_vehicles\20251204_130949_ID338_veh.jpg,output_standard\imgs_plate_raw\20251204_130949_ID338_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_130949_ID338_plate_proc.jpg
2025-12-04 13:09:49,274,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_130949_ID274.jpg,output_standard\imgs_vehicles\20251204_130949_ID274_veh.jpg,output_standard\imgs_plate_raw\20251204_130949_ID274_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_130949_ID274_plate_proc.jpg
2025-12-04 13:09:51,284,motorcycle,Unknown,0.00,output_standard\imgs_full\20251204_130951_ID284.jpg,output_standard\imgs_vehicles\20251204_130951_ID284_veh.jpg,,
2025-12-04 13:09:52,539,motorcycle,Unknown,0.00,output_standard\imgs_full\20251204_130952_ID539.jpg,output_standard\imgs_vehicles\20251204_130952_ID539_veh.jpg,,
2025-12-04 20:23:25,201,car,3629790,0.00,output_standard\imgs_full\20251204_202325_ID201.jpg,output_standard\imgs_vehicles\20251204_202325_ID201_veh.jpg,output_standard\imgs_plate_raw\20251204_202325_ID201_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_202325_ID201_plate_proc.jpg
2025-12-04 20:23:26,199,car,30566673,0.00,output_standard\imgs_full\20251204_202326_ID199.jpg,output_standard\imgs_vehicles\20251204_202326_ID199_veh.jpg,output_standard\imgs_plate_raw\20251204_202326_ID199_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_202326_ID199_plate_proc.jpg
2025-12-04 20:23:26,124,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_202326_ID124.jpg,output_standard\imgs_vehicles\20251204_202326_ID124_veh.jpg,output_standard\imgs_plate_raw\20251204_202326_ID124_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_202326_ID124_plate_proc.jpg
2025-12-04 20:23:29,338,car,88463602,0.00,output_standard\imgs_full\20251204_202329_ID338.jpg,output_standard\imgs_vehicles\20251204_202329_ID338_veh.jpg,output_standard\imgs_plate_raw\20251204_202329_ID338_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_202329_ID338_plate_proc.jpg
2025-12-04 20:23:29,274,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_202329_ID274.jpg,output_standard\imgs_vehicles\20251204_202329_ID274_veh.jpg,output_standard\imgs_plate_raw\20251204_202329_ID274_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_202329_ID274_plate_proc.jpg
2025-12-04 20:23:32,284,motorcycle,Unknown,0.00,output_standard\imgs_full\20251204_202332_ID284.jpg,output_standard\imgs_vehicles\20251204_202332_ID284_veh.jpg,,
2025-12-04 20:23:33,539,motorcycle,Unknown,0.00,output_standard\imgs_full\20251204_202333_ID539.jpg,output_standard\imgs_vehicles\20251204_202333_ID539_veh.jpg,,
2025-12-04 20:23:47,695,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_202347_ID695.jpg,output_standard\imgs_vehicles\20251204_202347_ID695_veh.jpg,output_standard\imgs_plate_raw\20251204_202347_ID695_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_202347_ID695_plate_proc.jpg
2025-12-04 20:23:47,652,car,Unknown,0.00,output_standard\imgs_full\20251204_202347_ID652.jpg,output_standard\imgs_vehicles\20251204_202347_ID652_veh.jpg,,
2025-12-04 20:23:50,978,car,29661253,0.00,output_standard\imgs_full\20251204_202350_ID978.jpg,output_standard\imgs_vehicles\20251204_202350_ID978_veh.jpg,output_standard\imgs_plate_raw\20251204_202350_ID978_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_202350_ID978_plate_proc.jpg
2025-12-04 20:23:51,1103,car,30806022,0.00,output_standard\imgs_full\20251204_202351_ID1103.jpg,output_standard\imgs_vehicles\20251204_202351_ID1103_veh.jpg,output_standard\imgs_plate_raw\20251204_202351_ID1103_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_202351_ID1103_plate_proc.jpg
2025-12-04 20:23:53,1153,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_202353_ID1153.jpg,output_standard\imgs_vehicles\20251204_202353_ID1153_veh.jpg,output_standard\imgs_plate_raw\20251204_202353_ID1153_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_202353_ID1153_plate_proc.jpg
2025-12-04 20:23:53,1093,truck,829059493,0.00,output_standard\imgs_full\20251204_202353_ID1093.jpg,output_standard\imgs_vehicles\20251204_202353_ID1093_veh.jpg,output_standard\imgs_plate_raw\20251204_202353_ID1093_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_202353_ID1093_plate_proc.jpg
2025-12-04 20:23:55,1175,car,29058835,0.00,output_standard\imgs_full\20251204_202355_ID1175.jpg,output_standard\imgs_vehicles\20251204_202355_ID1175_veh.jpg,output_standard\imgs_plate_raw\20251204_202355_ID1175_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_202355_ID1175_plate_proc.jpg
2025-12-04 20:23:55,996,truck,29059093,0.00,output_standard\imgs_full\20251204_202355_ID996.jpg,output_standard\imgs_vehicles\20251204_202355_ID996_veh.jpg,output_standard\imgs_plate_raw\20251204_202355_ID996_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_202355_ID996_plate_proc.jpg
2025-12-04 20:40:07,201,car,3629790,0.00,output_standard\imgs_full\20251204_204007_ID201.jpg,output_standard\imgs_vehicles\20251204_204007_ID201_veh.jpg,output_standard\imgs_plate_raw\20251204_204007_ID201_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_204007_ID201_plate_proc.jpg
2025-12-04 20:40:07,199,car,30566673,0.00,output_standard\imgs_full\20251204_204007_ID199.jpg,output_standard\imgs_vehicles\20251204_204007_ID199_veh.jpg,output_standard\imgs_plate_raw\20251204_204007_ID199_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_204007_ID199_plate_proc.jpg
2025-12-04 20:40:07,124,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_204007_ID124.jpg,output_standard\imgs_vehicles\20251204_204007_ID124_veh.jpg,output_standard\imgs_plate_raw\20251204_204007_ID124_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_204007_ID124_plate_proc.jpg
2025-12-04 20:40:10,338,car,88463602,0.00,output_standard\imgs_full\20251204_204010_ID338.jpg,output_standard\imgs_vehicles\20251204_204010_ID338_veh.jpg,output_standard\imgs_plate_raw\20251204_204010_ID338_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_204010_ID338_plate_proc.jpg
2025-12-04 20:40:10,274,motorcycle,UNKN0WN,0.00,output_standard\imgs_full\20251204_204010_ID274.jpg,output_standard\imgs_vehicles\20251204_204010_ID274_veh.jpg,output_standard\imgs_plate_raw\20251204_204010_ID274_plate_raw.jpg,output_standard\imgs_plate_processed\20251204_204010_ID274_plate_proc.jpg
2025-12-04 20:40:12,284,motorcycle,Unknown,0.00,output_standard\imgs_full\20251204_204012_ID284.jpg,output_standard\imgs_vehicles\20251204_204012_ID284_veh.jpg,,
2025-12-04 20:40:13,539,motorcycle,Unknown,0.00,output_standard\imgs_full\20251204_204013_ID539.jpg,output_standard\imgs_vehicles\20251204_204013_ID539_veh.jpg,,
2025-12-04 21:02:10,201,car,Error,0.00,output_improved\imgs_full\20251204_210210_ID201.jpg,output_improved\imgs_vehicles\20251204_210210_ID201_veh.jpg,output_improved\imgs_plate_raw\20251204_210210_ID201_plate_raw.jpg,output_improved\imgs_plate_processed\20251204_210210_ID201_plate_proc.jpg
2025-12-04 21:02:11,199,car,Error,0.00,output_improved\imgs_full\20251204_210211_ID199.jpg,output_improved\imgs_vehicles\20251204_210211_ID199_veh.jpg,output_improved\imgs_plate_raw\20251204_210211_ID199_plate_raw.jpg,output_improved\imgs_plate_processed\20251204_210211_ID199_plate_proc.jpg
2025-12-04 21:02:11,124,motorcycle,Error,0.00,output_improved\imgs_full\20251204_210211_ID124.jpg,output_improved\imgs_vehicles\20251204_210211_ID124_veh.jpg,output_improved\imgs_plate_raw\20251204_210211_ID124_plate_raw.jpg,output_improved\imgs_plate_processed\20251204_210211_ID124_plate_proc.jpg
2025-12-04 21:02:13,338,car,Error,0.00,output_improved\imgs_full\20251204_210213_ID338.jpg,output_improved\imgs_vehicles\20251204_210213_ID338_veh.jpg,output_improved\imgs_plate_raw\20251204_210213_ID338_plate_raw.jpg,output_improved\imgs_plate_processed\20251204_210213_ID338_plate_proc.jpg
2025-12-04 21:02:13,274,motorcycle,Error,0.00,output_improved\imgs_full\20251204_210213_ID274.jpg,output_improved\imgs_vehicles\20251204_210213_ID274_veh.jpg,output_improved\imgs_plate_raw\20251204_210213_ID274_plate_raw.jpg,output_improved\imgs_plate_processed\20251204_210213_ID274_plate_proc.jpg
2025-12-04 21:02:16,284,motorcycle,Error,0.00,output_improved\imgs_full\20251204_210216_ID284.jpg,output_improved\imgs_vehicles\20251204_210216_ID284_veh.jpg,,
2025-12-04 21:02:16,539,motorcycle,Error,0.00,output_improved\imgs_full\20251204_210216_ID539.jpg,output_improved\imgs_vehicles\20251204_210216_ID539_veh.jpg,,
2025-12-04 21:02:29,695,motorcycle,Error,0.00,output_improved\imgs_full\20251204_210229_ID695.jpg,output_improved\imgs_vehicles\20251204_210229_ID695_veh.jpg,output_improved\imgs_plate_raw\20251204_210229_ID695_plate_raw.jpg,output_improved\imgs_plate_processed\20251204_210229_ID695_plate_proc.jpg
2025-12-04 21:02:29,652,car,Error,0.00,output_improved\imgs_full\20251204_210229_ID652.jpg,output_improved\imgs_vehicles\20251204_210229_ID652_veh.jpg,,
2025-12-04 21:02:32,978,car,Error,0.00,output_improved\imgs_full\20251204_210232_ID978.jpg,output_improved\imgs_vehicles\20251204_210232_ID978_veh.jpg,output_improved\imgs_plate_raw\20251204_210232_ID978_plate_raw.jpg,output_improved\imgs_plate_processed\20251204_210232_ID978_plate_proc.jpg
2025-12-04 21:02:33,1103,car,Error,0.00,output_improved\imgs_full\20251204_210233_ID1103.jpg,output_improved\imgs_vehicles\20251204_210233_ID1103_veh.jpg,output_improved\imgs_plate_raw\20251204_210233_ID1103_plate_raw.jpg,output_improved\imgs_plate_processed\20251204_210233_ID1103_plate_proc.jpg
